id,journal_key,name_latex,name_unicode,issn_print,issn_electronic
852,psychoanalysis-and-contemporary-thought,Psychoanalysis and Contemporary Thought,Psychoanalysis and Contemporary Thought,,
853,psychoanalytic-inquiry,Psychoanalytic Inquiry,Psychoanalytic Inquiry,,
854,psychoanalytic-quarterly,Psychoanalytic Quarterly,Psychoanalytic Quarterly,,
855,psychoanalytic-review,Psychoanalytic Review,Psychoanalytic Review,,
856,psychologia-kyoto,Psychologia (Kyoto),Psychologia (Kyoto),,
857,psychologica-belgica,Psychologica Belgica,Psychologica Belgica,,
858,psychological-assessment,Psychological Assessment,Psychological Assessment,,
859,psychological-bulletin,Psychological Bulletin,Psychological Bulletin,,
860,psychological-inquiry,Psychological Inquiry,Psychological Inquiry,,
861,psychological-monographs,Psychological Monographs,Psychological Monographs,,
862,psychological-perspectives,Psychological Perspectives,Psychological Perspectives,,
863,psychological-record,Psychological Record,Psychological Record,,
864,psychological-reports,Psychological Reports,Psychological Reports,,
865,psychological-research,Psychological Research,Psychological Research,,
866,psychological-review,Psychological Review,Psychological Review,,
867,psychological-science,Psychological Science,Psychological Science,,
868,psychologie-francaise,Psychologie fran{\c{c}}aise,Psychologie française,,
869,psychologische-studien,Psychologische Studien,Psychologische Studien,,
870,psychology-of-learning-and-motivation,Psychology of Learning and Motivation,Psychology of Learning and Motivation,,
871,psychology-today,Psychology Today,Psychology Today,,
872,psychonomic-bulletin-and-review,Psychonomic Bulletin and Review,Psychonomic Bulletin and Review,,
873,psychosomatic-medicine,Psychosomatic Medicine,Psychosomatic Medicine,,
874,psycoloquy,Psycoloquy,Psycoloquy,,
875,quaderni-della-biblioteca-cantonale-di-locarno,Quaderni della Biblioteca Cantonale di Locarno,Quaderni della Biblioteca Cantonale di Locarno,,
876,quality-and-quantity,Quality and Quantity,Quality and Quantity,,
877,quarterly-journal-of-economics,Quarterly Journal of Economics,Quarterly Journal of Economics,,
878,quarterly-journal-of-experimental-psychology,Quarterly Journal of Experimental Psychology,Quarterly Journal of Experimental Psychology,,
879,quarterly-journal-of-pure-and-applied-mathematics,Quarterly Journal of Pure and Applied Mathematics,Quarterly Journal of Pure and Applied Mathematics,,
880,quarterly-journal-of-speech,Quarterly Journal of Speech,Quarterly Journal of Speech,,
881,queens-quarterly,Queen's Quarterly,Queen's Quarterly,,
882,quellen-und-studien-zur-geschichte-der-mathematik-astronomie-und-physik-b,"Quellen und Studien zur Geschichte der Mathematik, Astronomie und Physik B","Quellen und Studien zur Geschichte der Mathematik, Astronomie und Physik B",,
883,quest,Quest,Quest,,
884,radical-history-review,Radical History Review,Radical History Review,,
885,raison-presente,Raison Pr{\'e}sente,Raison Présente,,
886,ratio,Ratio,Ratio,,
887,reale-istituto-lombardo-di-scienze-e-lettere,Reale Istituto lombardo di scienze e lettere,Reale Istituto lombardo di scienze e lettere,,
888,recherches-economiques-de-louvain,Recherches {\'e}conomiques de Louvain,Recherches économiques de Louvain,,
889,recherches-linguistiques,Recherches linguistiques,Recherches linguistiques,,
890,recht,recht,recht,,
891,reformatio,Reformatio,Reformatio,,
892,reformed-journal,Reformed Journal,Reformed Journal,,
893,religion-and-literature,Religion and Literature,Religion and Literature,,
894,religion-an-international-journal,Religion: An International Journal,Religion: An International Journal,,
895,rendiconti-del-circolo-matematico-di-palermo,Rendiconti del Circolo matematico di Palermo,Rendiconti del Circolo matematico di Palermo,,
896,rendiconti-dell-instituto-lombardo,Rendiconti dell'Instituto Lombardo,Rendiconti dell'Instituto Lombardo,,
897,report-of-the-british-association-for-the-advancement-of-science,Report of the British Association for the Advancement of Science,Report of the British Association for the Advancement of Science,,
898,reports-on-progress-in-physics,Reports on Progress in Physics,Reports on Progress in Physics,,
899,representations,Representations,Representations,,
900,res-publica,Res Publica,Res Publica,,
901,research-in-economics,Research in Economics,Research in Economics,,
902,research-on-language-and-computation,Research on Language and Computation,Research on Language and Computation,,
903,research-on-language-and-social-interaction,Research on Language and Social Interaction,Research on Language and Social Interaction,,
904,rete,Rete,Rete,,
905,review-of-economic-studies,Review of Economic Studies,Review of Economic Studies,,
906,review-of-existential-psychology-and-psychiatry,Review of Existential Psychology and Psychiatry,Review of Existential Psychology and Psychiatry,,
907,review-of-radical-political-economics,Review of Radical Political Economics,Review of Radical Political Economics,,
908,reviews-of-modern-physics,Reviews of Modern Physics,Reviews of Modern Physics,,
909,revista-da-faculdade-de-letras,Revista da Faculdade de Letras,Revista da Faculdade de Letras,,
910,revue-de-l-univ-laval,Revue de l'Univ.~Laval,Revue de l'Univ. Laval,,
911,revue-de-l-universite-d-ottawa,Revue de l'Universit{\'e} d'Ottawa,Revue de l'Université d'Ottawa,,
912,revue-de-la-linguistique,Revue de la Linguistique,Revue de la Linguistique,,
913,revue-de-la-societe-des-eleves-anciens-eleves-et-amis-de-la-section-des-sciences-religieuses-de-l-ephe,"Revue de la Soci{\'e}t{\'e} des {\'e}l{\`e}ves, anciens {\'e}l{\`e}ves et amis de la Section des sciences religieuses de l'E.P.H.E.","Revue de la Société des élèves, anciens élèves et amis de la Section des sciences religieuses de l'E.P.H.E.",,
914,revue-de-mathematiques,Revue de math{\'e}matiques,Revue de mathématiques,,
915,revue-de-paris,Revue de Paris,Revue de Paris,,
916,revue-des-etudes-grecques,Revue des {\'e}tudes grecques,Revue des études grecques,,
917,revue-des-deux-mondes,Revue des deux mondes,Revue des deux mondes,,
918,revue-des-questions-scientifiques,Revue des Questions Scientifiques,Revue des Questions Scientifiques,,
919,revue-des-sciences-humaines,Revue des Sciences Humaines,Revue des Sciences Humaines,,
920,revue-des-sciences-religieuses,Revue des sciences religieuses,Revue des sciences religieuses,,
921,revue-des-travaux-de-l-academie-des-sciences-morales-et-politiques,Revue des Travaux de l'Acad{\'e}mie des Sciences Morales et Politiques,Revue des Travaux de l'Académie des Sciences Morales et Politiques,,
922,revue-europeenne-des-sciences-sociales,Revue Europ{\'e}enne des Sciences Sociales,Revue Européenne des Sciences Sociales,,
923,revue-francaise-de-science-politique,Revue fran{\c{c}}aise de science politique,Revue française de science politique,,
924,revue-generale-des-sciences-pures-et-appliquees,Revue g{\'e}n{\'e}rale des sciences pures et appliqu{\'e}es,Revue générale des sciences pures et appliquées,,
925,revue-internationale-de-psychopathologie,Revue Internationale de Psychopathologie,Revue Internationale de Psychopathologie,,
926,revue-medicale-suisse,Revue m{\'e}dicale suisse,Revue médicale suisse,,
927,revue-mathematique-de-l-academie-de-la-republique-populaire-roumaine,Revue math{\'e}matique de l'Acad{\'e}mie de la R{\'e}publique Populaire Roumaine,Revue mathématique de l'Académie de la République Populaire Roumaine,,
928,revue-scientifique,Revue Scientifique,Revue Scientifique,,
929,revue-tocqueville-tocqueville-review,Revue Tocqueville / Tocqueville Review,Revue Tocqueville / Tocqueville Review,,
930,rheinisches-museum,Rheinisches Museum,Rheinisches Museum,,
931,rhizai,Rhizai,Rhizai,,
932,rice-institute-pamphlets,Rice Institute Pamphlets,Rice Institute Pamphlets,,
933,rice-university-studies,Rice University Studies,Rice University Studies,,
934,rivista-di-grammatica-generativa,Rivista di grammatica generativa,Rivista di grammatica generativa,,
935,rivista-di-linguistica,Rivista di Linguistica,Rivista di Linguistica,,
936,rivista-di-matematica,Rivista di matematica,Rivista di matematica,,
937,rivista-di-matematica-della-universita-di-parma,Rivista di matematica della Universita di Parma,Rivista di matematica della Universita di Parma,,
938,rivista-di-storia-della-scienza,Rivista di Storia della scienza,Rivista di Storia della scienza,,
939,robotics-and-autonomous-systems,Robotics and Autonomous Systems,Robotics and Autonomous Systems,,
940,romanic-review,Romanic Review,Romanic Review,,
941,royal-society-open-science,Royal Society Open Science,Royal Society Open Science,,
942,sage-open,Sage Open,Sage Open,,
943,san-diego-law-review,San Diego Law Review,San Diego Law Review,,
944,scandinavian-journal-of-economics,Scandinavian Journal of Economics,Scandinavian Journal of Economics,,
945,scandinavian-journal-of-psychology,Scandinavian Journal of Psychology,Scandinavian Journal of Psychology,,
946,schizophrenia-bulletin,Schizophrenia Bulletin,Schizophrenia Bulletin,,
947,scholastik,Scholastik,Scholastik,,
948,scholion,Scholion,Scholion,,
949,school-science-review,School Science Review,School Science Review,,
950,schweizerische-arztezeitung,"Schweizerische {\""A}rztezeitung",Schweizerische Ärztezeitung,,
951,sciamus,Sciamus,Sciamus,,
952,science-and-culture,Science and Culture,Science and Culture,,
953,science-and-engineering-ethics,Science and Engineering Ethics,Science and Engineering Ethics,,
954,science-et-esprit,Science et esprit,Science et esprit,,
955,science-et-methode,Science et m{\'e}thode,Science et méthode,,
956,science-in-context,Science in Context,Science in Context,,
957,science-of-computer-programming,Science of Computer Programming,Science of Computer Programming,,
958,science-technology-and-human-values,"Science, Technology, and Human Values","Science, Technology, and Human Values",,
959,sciences,Sciences,Sciences,,
960,sciences-avenir,Sciences \& Avenir,Sciences & Avenir,,
961,sciences-technique-societe,"Sciences, Technique, Soci{\'e}t{\'e}","Sciences, Technique, Société",,
962,scientific-monthly,Scientific Monthly,Scientific Monthly,,
963,scientific-progress,Scientific Progress,Scientific Progress,,
964,scripta-universitatis-atque-bibliothecae-hierosolymitanarum-mathematica-et-physica,"Scripta Universitatis atque Bibliothecae Hierosolymitanarum, Mathematica et physica","Scripta Universitatis atque Bibliothecae Hierosolymitanarum, Mathematica et physica",,
965,self-and-identity,Self and Identity,Self and Identity,,
966,seminars-in-neurology,Seminars in Neurology,Seminars in Neurology,,
967,seminars-in-the-neurosciences,Seminars in the Neurosciences,Seminars in the Neurosciences,,
968,sexualities,Sexualities,Sexualities,,
969,shiso,Shis{\^o},Shisô,,
970,sigaku-expositions,Sigaku Expositions,Sigaku Expositions,,
971,signs-journal-of-women-in-culture-and-society,Signs: Journal of Women in Culture and Society,Signs: Journal of Women in Culture and Society,,
972,simulation-and-gaming,Simulation and Gaming,Simulation and Gaming,,
973,sitzungsberichte-der-berliner-mathematischen-gesellschaft,Sitzungsberichte der Berliner Mathematischen Gesellschaft,Sitzungsberichte der Berliner Mathematischen Gesellschaft,,
974,sitzungsberichte-der-philosophischhistorischen-klasse-der-kaiserlichen-akademie-der-wissenschaften-in-wien,Sitzungsberichte der philosophisch-historischen Klasse der Kaiserlichen Akademie der Wissenschaften in Wien,Sitzungsberichte der philosophisch-historischen Klasse der Kaiserlichen Akademie der Wissenschaften in Wien,,
975,sitzungsberichte-der-preussischen-akademie-der-wissenschaften,Sitzungsberichte der Preussischen Akademie der Wissenschaften,Sitzungsberichte der Preussischen Akademie der Wissenschaften,,
976,sitzungsberichte-der-preussischen-akademie-der-wissenschaften-physikalischmathematische-klasse,"Sitzungsberichte der Preussischen Akademie der Wissenschaften, Physikalisch-mathematische Klasse","Sitzungsberichte der Preussischen Akademie der Wissenschaften, Physikalisch-mathematische Klasse",,
977,skrifter-utgitt-av-det-norske-videnskaps-akademi-i-oslo-matnaturvidenskapelig-klasse,"Skrifter utgitt av det Norske Videnskaps-Akademi i Oslo, Mat.-naturvidenskapelig klasse","Skrifter utgitt av det Norske Videnskaps-Akademi i Oslo, Mat.-naturvidenskapelig klasse",,
978,slawische-rundschau,Slawische Rundschau,Slawische Rundschau,,
979,smithsonian,Smithsonian,Smithsonian,,
980,social-and-personality-psychology-compass,Social and Personality Psychology Compass,Social and Personality Psychology Compass,,
981,social-behavior-and-personality-an-international-journal,Social Behavior and Personality: An International Journal,Social Behavior and Personality: An International Journal,,
982,social-networks,Social Networks,Social Networks,,
983,social-science-information,Social Science Information,Social Science Information,,
984,social-sciences-in-china,Social Sciences in China,Social Sciences in China,,
985,societas-scientiarum-fennica-commentationes-physico-mathematicae,"Societas Scientiarum Fennica, Commentationes Physico-Mathematicae","Societas Scientiarum Fennica, Commentationes Physico-Mathematicae",,
986,societas-scientiarumi-fennica-commentationes-humanarum-literarum,"Societas Scientiarumi Fennica, Commentationes Humanarum Literarum","Societas Scientiarumi Fennica, Commentationes Humanarum Literarum",,
987,society-and-politics,Society and Politics,Society and Politics,,
988,society-for-psychical-research,Society for Psychical Research,Society for Psychical Research,,
